id,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason,impressions
cUspad34uDE,0.0,0.05,0.15,0.4,0.3,0.1,0.3,0.7,"This video is likely to appeal to middle-aged adults who are interested in health and nutrition, specifically those concerned with managing blood sugar levels. The detailed discussion on dietary impacts and health benefits is more relevant to women, who often take a more active role in family health and nutrition.",120
WO1TktMrP3A,0.0,0.05,0.2,0.4,0.25,0.1,0.3,0.7,"This video discusses themes of marital relationships and personal struggles, resonating more with adult audiences who have similar life experiences. Women might be more interested in the emotional and relational aspects presented in the story, leading to a higher female viewership.",168
qzoNIkwUJic,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7,"This video appears to be a concert or fan meeting event, which typically attracts a younger to middle-aged adult audience, particularly those in their 20s and 30s. Given the enthusiastic and emotive language in the script, it is likely to appeal more to females, who often form strong fan communities for pop culture events.",381
7nGsxYrc0Zo,0.0,0.05,0.15,0.35,0.3,0.15,0.3,0.7,"This video covers a traditional family event focusing on marriage customs and family history, which may appeal more to older audiences interested in family and cultural traditions. The conversational style and emphasis on family ties suggest a higher likelihood of female viewers.",505
KeB5Y0-NMjo,0.05,0.1,0.25,0.3,0.2,0.1,0.3,0.7,"The script suggests themes of love and happiness, which tend to resonate more with women according to consumer research. Additionally, the emotional and nostalgic tone of the content is likely to appeal to adults, particularly those in their 30s and 40s.",243
eRs_1pzPOF0,0.0,0.7,0.25,0.05,0.0,0.0,0.3,0.7,"This video focuses on social dynamics and issues related to appearance and social media, which are highly relevant to teenagers and young adults. The content and language suggest it appeals more to females, who often engage more with these topics.",114
1kcGfQCgv5E,0.0,0.3,0.5,0.15,0.05,0.0,0.3,0.7,"This video features casual and colloquial language, as well as themes of interpersonal relationships, which likely appeal to a younger, possibly female demographic. The emotional and expressive nature of the dialogue suggests it resonates more with viewers in their teens and twenties.",167
lXpHVdZNPWk,0.01,0.02,0.05,0.12,0.3,0.5,0.3,0.7,"This video focuses on traditional Korean music and a tribute to a respected elder artist, which tends to attract an older audience. Additionally, the themes of legacy and tradition may resonate more with a female audience who are often caretakers of cultural heritage.",402
bDqvdFsP8To,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7,"This video likely appeals more to women in their 20s and 30s due to its conversational and relational themes. The scenario involving personal relationships and casual dialogues typically resonates well with a younger, female audience.",140
w-xWY_fgD6Q,0.0,0.05,0.25,0.5,0.15,0.05,0.3,0.7,"This video seems to appeal predominantly to women in their 20s to 30s due to its dramatic narrative and complex interpersonal relationships. The storyline resembles that of a soap opera, which typically attracts a female audience interested in romance and familial drama.",477
eZLSUJ6AZxQ,0.05,0.1,0.2,0.35,0.2,0.1,0.3,0.7,"This video features a cooking tutorial focusing on a traditional Korean dish, which is likely to appeal to women who often cook for their families. Additionally, the detailed preparation and health-focused tips suggest a target audience primarily in their 30s and 40s, who are more inclined to try new recipes at home.",423
rWse_be_JDI,0.0,0.6,0.3,0.1,0.0,0.0,0.3,0.7,This video primarily appeals to teenagers and young adults who are interested in cosplay and online streaming culture. The enthusiastic and playful tone along with the focus on personal interaction suggests a higher interest among female viewers.,107
v3BJ66pWyzk,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7,"This video is likely to appeal to adults, particularly women, in their 20s and 30s who are interested in family life and travel experiences. The content focuses on family relationships, cultural connections, and travel, which are themes that often resonate with female viewers in these age groups.",125
bVZVhaJ73_Q,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7,"This video is likely to attract viewers interested in corporate drama and empowerment themes, which are often popular among women in their 20s and 30s. The storyline involving overcoming workplace challenges and personal growth resonates more with female audiences seeking inspirational content.",300
MOSkVWUiuZI,0.05,0.1,0.15,0.25,0.3,0.15,0.3,0.7,"This video primarily features folklore and bedtime stories, which align with interests of older adults who enjoy traditional narratives. Additionally, the soothing nature of the content is more likely to appeal to a female audience looking for relaxation.",148
Ghjjos-S8ZA,0.05,0.1,0.2,0.4,0.15,0.1,0.3,0.7,This video features lively performances and familiar music likely to appeal to audiences in their 30s. The playful and nostalgic tone suggests a stronger interest from female viewers.,119
OnTQoOGb8rc,0.05,0.15,0.35,0.3,0.1,0.05,0.3,0.7,"This video appears to focus on family dynamics and parenting challenges, which are often of interest to viewers in their 20s to 40s, especially women who might relate to the daily experiences depicted. The emotional and social aspects discussed could resonate more with female audiences who are more likely to engage with content about family relationships.",142
LzOs0-Z1fLY,0.0,0.05,0.1,0.2,0.3,0.35,0.3,0.7,"This video likely appeals to older viewers, particularly those over 40, because it deals with family dynamics and emotional themes related to aging and inheritance. Women might be more interested due to the interpersonal and emotional aspects of the story.",205
xIS-dpcRkLQ,0.0,0.05,0.2,0.35,0.25,0.15,0.3,0.7,"This video appeals to older audiences who are interested in literature and personal growth through reading. The reflective and emotional nature of the content, along with discussions on healing through literature, likely attracts more female viewers who find solace in such narratives.",233
mYueAmpNL1M,0.0,0.05,0.2,0.3,0.25,0.2,0.3,0.7,"This video appeals to audiences who enjoy sentimental and emotional music, which is often associated with mature adults. The content's focus on love and nostalgia suggests a female-dominated viewership, as these themes tend to resonate more with women.",245
etHJ-9e7sfw,0.0,0.05,0.1,0.35,0.35,0.15,0.3,0.7,"This video likely appeals to an older audience who are interested in cooking, particularly those in their 30s and 40s. The content and style suggest a heavier female viewership, as cooking content often resonates more with women.",218
mEkjAeBSk9g,0.0,0.8,0.15,0.05,0.0,0.0,0.3,0.7,"This video is likely to attract teenagers, especially those in school, because it discusses exam periods and school-related anecdotes that resonate with high school students. The storytelling style and the focus on personal school experiences seem to appeal more to a female audience, which may explain the gender distribution.",230
m3DE9IzpOas,0.05,0.05,0.3,0.4,0.15,0.05,0.3,0.7,"This video likely appeals more to women, as it includes themes of family activities, child-related content, and travel experiences, which tend to resonate more with female audiences in their 20s to 40s. The script's focus on family and parenting activities suggests a target audience of parents, particularly mothers, who are often interested in family-oriented content.",280
jwfFpEibuK0,0.0,0.0,0.1,0.1,0.2,0.6,0.3,0.7,"This video primarily targets older adults who are eligible for government support, especially those 65 and older. The content is likely to appeal more to women, as they often take a more active role in managing family welfare and support services.",183
RlZg7FwYYu4,0.05,0.1,0.15,0.2,0.3,0.2,0.3,0.7,"This video appears to be centered around traditional songs or performances, which tend to attract an older audience, particularly those over 30. The content may also appeal more to females, given the traditional and cultural themes often resonate well with them.",294
bhvVVXmdXuU,0.02,0.1,0.25,0.4,0.15,0.08,0.3,0.7,"This video features a reflective and emotional theme, often resonating with women who are more inclined to engage with introspective content. The prevalent themes of life experiences and personal growth are more likely to appeal to adults in their 30s and 20s, who are navigating similar life stages.",106
YaQdum3IbhQ,0.0,0.15,0.4,0.3,0.1,0.05,0.3,0.7,"This video involves a complex drama narrative focusing on relationships, crime, and emotional conflicts, which tends to attract more of a young adult to middle-aged audience. The storyline and emotional depth are likely to appeal more to female viewers, who often engage more with intricate interpersonal dramas.",159
s4EGrW4M3IY,0.1,0.6,0.2,0.05,0.03,0.02,0.3,0.7,"This video seems to have a poetic and emotional tone that resonates well with teenagers and young adults who are often exploring identity and self-worth. The repetitive and introspective nature of the content is likely to appeal more to females, who might be more drawn to reflective and emotive narratives.",104
Qr-3YYE_Xog,0.0,0.05,0.1,0.15,0.3,0.4,0.3,0.7,"This video focuses on the health benefits of chives and soybeans, topics that tend to attract middle-aged and older viewers interested in health and wellness. The detailed nutritional information and recipes also appeal more to women, who are often the primary caregivers concerned with family health.",151
1BPKHQVanZY,0.0,0.1,0.2,0.4,0.2,0.1,0.3,0.7,"This video focuses on the science of sleep and promotes better sleep habits, which is likely to appeal to adults, especially in their 30s and 40s who are more concerned about health and wellness. The soothing nature of the content and the style of presentation is more likely to attract a female audience interested in personal well-being and lifestyle improvement.",295
3x0vdtGZMq0,0.0,0.1,0.5,0.3,0.05,0.05,0.3,0.7,"This video focuses on the challenges and growth of junior medical professionals, which resonates with young adults in their 20s and 30s, especially those starting their careers. The narrative style and character relationships are likely to appeal more to a female audience, reflecting common themes in dramas targeted at women.",162
vXHZGLN6cmI,0.01,0.05,0.1,0.2,0.3,0.34,0.3,0.7,"This video features a collection of nostalgic and emotionally charged music, which tends to appeal to an older audience who may have personal memories associated with these songs. Additionally, the themes of love and reminiscence, presented through the lyrics, are more likely to resonate with women, leading to a higher female viewership.",101
1iOP3vF2p5I,0.0,0.1,0.3,0.4,0.2,0.0,0.3,0.7,"This video discusses personal growth, career shifts, and self-reflection, appealing to an audience primarily in their 30s and 40s who often face such life transitions. The content also resonates more with women due to its focus on emotional introspection and narrative storytelling.",128
aF6NombAv4w,0.05,0.25,0.4,0.2,0.05,0.05,0.3,0.7,"This video revolves around themes of love and happiness, which are often appealing to younger audiences, particularly in their 20s and 30s. The emotional and romantic nature of the content tends to attract a predominantly female viewership.",364
TXhPD1ejb9U,0.0,0.0,0.05,0.15,0.3,0.5,0.3,0.7,"This video is likely to attract an older audience due to its focus on health issues common in aging, such as fatigue and metabolism. Additionally, the discussion of natural remedies like fermented vinegar is more often associated with a female demographic interested in holistic wellness.",282
LJodmbKPbkA,0.0,0.2,0.4,0.3,0.1,0.0,0.3,0.7,"This video involves a travel-themed content with relationship dynamics, likely appealing to young adults and adults interested in lifestyle and travel. The conversational and interpersonal elements suggest a higher interest among female viewers who enjoy relational content.",184
zy54rjgkjOQ,0.0,0.0,0.05,0.15,0.3,0.5,0.3,0.7,"This video is primarily focused on osteoporosis and bone health, which are more relevant to older adults, particularly those 50 and above. Additionally, the content addresses issues such as menopause, which suggests a higher interest from females.",172
3r-7qGKl3GE,0.0,0.2,0.5,0.25,0.05,0.0,0.3,0.7,"This video primarily appeals to young adults due to its dramatic and romantic themes, which are popular in that age group. The narrative style and relationship dynamics are likely to attract a predominantly female audience.",169
68_6guE2ha0,0.0,0.0,0.05,0.1,0.2,0.65,0.3,0.7,"This video focuses on the challenges of living with adult children, a topic that would resonate more with older adults, especially those in their 50s and above. The discussion of family dynamics and financial burdens is likely to interest a predominantly female audience, who often engage with family-related content.",192
BbGF6zTc3T4,0.0,0.0,0.0,0.05,0.15,0.8,0.3,0.7,"This video targets the older demographic, focusing on sleep issues common in the elderly, such as insomnia and medication dependence. The content appeals primarily to women, as they are more likely to seek natural remedies and health advice.",231
hsrTeD4KJyY,0.0,0.2,0.5,0.2,0.1,0.0,0.3,0.7,"This video appears to be a drama or medical-themed narrative, which tends to attract a younger audience, especially those in their 20s and 30s. The content likely appeals more to women due to its focus on relationships and emotional interactions.",184
_SkZSDMf2XU,0.0,0.05,0.3,0.5,0.1,0.05,0.3,0.7,"This video seems to focus on conversational content and cultural exchange, which is typically more appealing to adults in their 20s to 30s. The conversational style and topics often attract more female viewers who may be interested in cultural and lifestyle discussions.",140
J7_wEA98UIM,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7,"This video primarily discusses life in North Korea compared to South Korea, focusing on daily conveniences and hardships. Such topics are likely to engage a slightly older audience, especially females, who may relate to or empathize with the experiences shared.",122
A2Ogjjx7nL8,0.0,0.05,0.3,0.4,0.2,0.05,0.3,0.7,"This video focuses on travel destinations and flower viewing in May, which tend to attract a demographic that is interested in leisure travel and nature. The primary audience is likely to be females in their 20s to 30s who are planning trips or looking for weekend getaway ideas.",111
a-cbMQGAa64,0.05,0.15,0.5,0.2,0.07,0.03,0.3,0.7,"This video features a casual and humorous group dining experience with a focus on social dynamics and relationships, which appeals to young adults in their 20s and 30s. The conversational style and focus on relationships suggest that a female audience might be more interested.",164
QozBeN2wr8c,0.0,0.05,0.25,0.4,0.2,0.1,0.3,0.7,"This video focuses on personal relationships and self-reflection, which are topics often explored by adults, particularly those in their 20s and 30s. The emotional and relational content appeals more to women who are interested in interpersonal dynamics and self-improvement.",142
BrxwNiX6avg,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7,"This video seems to focus on a social and travel experience revolving around beer and casual dining, which typically appeals to adults in their 20s and 30s. The conversational and casual tone, as well as the focus on food and drink, suggests a stronger appeal to female viewers who often engage in lifestyle and social content.",140
famnUpbvrkk,0.0,0.05,0.1,0.3,0.3,0.25,0.3,0.7,"This video likely appeals to older audiences, particularly those in their 30s to 50s, as it discusses financial and social aspects of retirement, which are more relevant to these age groups. The content is also more likely to attract female viewers, who often show greater interest in long-term planning and social relationships.",125
Nmr5R8npla0,0.0,0.0,0.0,0.2,0.3,0.5,0.3,0.7,"This video focuses on health and longevity, which is often more relevant to viewers aged 40 and above who are more health-conscious. Additionally, the content's emphasis on routine, diet, and wellness tends to attract female viewers who are generally more engaged with health-related topics.",160
XOreLZzySOM,0.0,0.05,0.2,0.5,0.2,0.05,0.3,0.7,"This video likely appeals to viewers in their 30s and 40s due to its detailed discussion of professional and medical experiences, which resonates with those in similar life stages. The content's focus on relationships and emotional intelligence might attract more female viewers who often engage with such themes.",115
2Wil_ZqFBzo,0.0,0.0,0.05,0.15,0.35,0.45,0.3,0.7,"This video focuses on traditional pickling methods and home cooking, which are often interests of middle-aged and older adults, particularly women who are more involved in cooking. The detailed instructions and home-oriented content appeal more to those in their 40s and 50s who are likely to enjoy making homemade side dishes.",124
E7rmsrJ3hkM,0.0,0.05,0.1,0.25,0.4,0.2,0.3,0.7,"This video features nostalgic and sentimental themes, resonating more with older audiences who have experienced similar emotions. The content's focus on love and personal reflections is likely to appeal more to women, who may find it relatable and emotive.",113
xj8oHtb_Rd0,0.05,0.15,0.35,0.25,0.15,0.05,0.3,0.7,"This video likely appeals to younger adults, particularly those in their 20s and 30s, due to its emotional and introspective nature, often explored through music and poetic lyrics. The thematic content seems to resonate more with females, given the focus on feelings and relationships.",135
O8fbZZQql4E,0.0,0.2,0.6,0.15,0.03,0.02,0.3,0.7,"This video is likely to appeal to younger audiences, especially those in their 20s, due to its mythological and fantasy elements. The storyline and themes resonate more with female viewers, who often prefer fantasy dramas with strong character development.",144
CyLHCEWdaFk,0.0,0.05,0.15,0.4,0.25,0.15,0.25,0.75,"This video likely appeals more to women due to its dramatic and emotional narrative, focusing on family betrayal and legal issues. The content seems to resonate with adults in their 30s and 40s who are more likely to relate to the themes of complex family dynamics and societal expectations.",250
8HLlO6o2mes,0.0,0.05,0.1,0.2,0.35,0.3,0.25,0.75,"This video seems to appeal predominantly to a mature audience interested in dramatic, emotional narratives involving familial and social themes. The complex and sentimental nature of the story is likely to resonate more with women, particularly those in their 40s and 50s.",246
k8ZAwBrr2l4,0.01,0.05,0.15,0.4,0.25,0.14,0.25,0.75,"This video is likely to appeal more to women because it discusses drama and interpersonal relationships, which often attract a female audience. The age range prediction is based on mature themes and references to professional environments, likely capturing viewers in their 30s and 40s.",205
xcaQKbS2mEM,0.01,0.05,0.15,0.35,0.3,0.14,0.25,0.75,"This video is likely to be popular among viewers who are interested in cooking and making traditional Korean dishes, which tends to attract more female viewers, especially in the 30-40 age range. Additionally, the detailed explanation and focus on family-oriented cooking tips suggest an appeal to adults who are interested in home cooking and feeding their families.",841
B3BIWrnM7UI,0.01,0.15,0.4,0.3,0.1,0.04,0.2,0.8,"This video is likely to attract an audience interested in complex narratives and emotional depth, which aligns with viewers in their 20s and 30s. The strong focus on familial and romantic relationships may appeal more to a female audience.",117
AzHfHB777qs,0.0,0.05,0.15,0.4,0.3,0.1,0.2,0.8,"This video likely appeals to viewers interested in traditional Korean cooking, which is often favored by women in their 30s and 40s who may be more experienced or interested in home cooking. The detailed and traditional recipe style suggests a mature audience interested in culinary techniques, especially among females.",157
UOXkv1dL-CU,0.001,0.2,0.6,0.15,0.03,0.019,0.2,0.8,"This video prominently features personal lifestyle content, including DIY projects, beauty routines, and daily vlogs, which typically appeal to a younger, predominantly female audience. The informal and relatable tone, combined with topics relevant to personal care and home improvement, suggests a primary audience of women in their 20s.",189
v6IwiVVtLTE,0.05,0.1,0.15,0.3,0.3,0.1,0.2,0.8,"This video is a cooking tutorial that focuses on traditional home cooking, which often appeals more to women who are looking for family meal ideas. The emphasis on health benefits and traditional cooking methods likely attracts viewers in their 30s and 40s, who are often more health-conscious and interested in cooking for their families.",172
tXHogd_UhZU,0.0,0.05,0.1,0.25,0.3,0.3,0.2,0.8,"This video is likely to appeal to an older audience, particularly those in their 30s, 40s, and 50s, as it focuses on cooking a traditional dish which often interests middle-aged individuals. The predominant female viewership can be attributed to the higher interest among women in cooking content, particularly concerning traditional and home-cooked meals.",167
m-8t_ZNJ2kA,0.0,0.0,0.1,0.2,0.2,0.5,0.2,0.8,"This video is likely to appeal to an older audience, particularly those aged 50 and above, due to its themes of family dynamics and aging. The emotional and family-oriented content may resonate more with women, who often engage more with narratives around relationships and household dynamics.",139
_h3bE-yMfOE,0.0,0.1,0.2,0.4,0.2,0.1,0.2,0.8,"This video focuses on family and personal struggles, topics that are often more relatable to women, especially those in their 30s and 40s who may have similar experiences. The narrative of overcoming adversity and regaining independence appeals to viewers who are navigating complex family dynamics.",147
J2xEi4iya60,0.05,0.5,0.4,0.05,0.0,0.0,0.2,0.8,"This video is likely to appeal to a younger audience, especially teens and young adults, due to its casual, humorous, and emotionally engaging content. The focus on relationships, food, and lighthearted banter is more likely to attract a predominantly female audience who are interested in lifestyle and vlogs.",125
MwWsZd0mkaA,0.0,0.05,0.2,0.35,0.25,0.15,0.2,0.8,"This video primarily appeals to women due to its focus on relationships, marriage dynamics, and personal storytelling. The intricate adult themes and mature relationship issues resonate more with viewers in their 30s and 40s, who are likely to relate to the depicted experiences.",129
6b7pne1gsUU,0.0,0.05,0.2,0.5,0.2,0.05,0.2,0.8,"This video discusses interpersonal relationships and social dynamics, which are topics often more appealing to an older audience, particularly those in their 30s and 40s. Additionally, the content is likely to attract more female viewers due to its focus on relationship issues and emotional expressions.",131
rBgVPwpuHhA,0.0,0.05,0.15,0.3,0.3,0.2,0.2,0.8,"This video is likely to appeal to a predominantly female audience, particularly those interested in cooking and traditional recipes. The content's focus on a garlic side dish recipe and cooking tips may attract middle-aged individuals, especially those in their 30s and 40s, who are more likely to engage in home cooking.",131
Ki0L5KcNNPU,0.0,0.05,0.1,0.3,0.4,0.15,0.2,0.8,"This video is likely to attract a middle-aged female audience due to its focus on traditional cooking methods and ingredients that are often associated with home-making and family health. The detailed explanation and health benefits of ingredients like 돌나물 are more appealing to viewers who have an interest in maintaining health naturally, which tends to be more prevalent among women aged 30-50.",186
Wu1Enq4vTHQ,0.0,0.3,0.5,0.15,0.05,0.0,0.2,0.8,"This video is likely to appeal to younger audiences, particularly in their 20s, due to its casual and relatable discussion about dieting and modern lifestyle trends. The focus on appearance, dieting, and social media trends also suggests a stronger appeal to female viewers.",355
BdElYn7RCQI,0.0,0.05,0.25,0.45,0.2,0.05,0.2,0.8,"This video is likely to appeal to women in their 30s and 40s due to its focus on home shopping and lifestyle products, which are topics often engaging to this demographic. Additionally, the conversational and casual style of presentation supports this audience's interest.",253
2cl-nrI01dQ,0.0,0.05,0.25,0.35,0.2,0.15,0.2,0.8,"This video focuses on the life and scandals of a famous Japanese actress, which is likely to appeal more to older audiences who may have followed her career over the years. Additionally, the theme of celebrity gossip and drama tends to attract a predominantly female audience.",232
aHaCRt6KF_U,0.0,0.05,0.15,0.3,0.3,0.2,0.2,0.8,"This video focuses on family interactions and traditional values, which are likely to resonate with older audiences, particularly those in their 30s, 40s, and 50s. The content is sentimental and family-oriented, attracting more female viewers who often engage with family-centric narratives.",361
c0u-p0nrfeQ,0.0,0.05,0.15,0.2,0.25,0.35,0.2,0.8,"This video focuses on relationship dynamics and personal growth, which tend to resonate more with mature audiences, particularly those in their late 30s to 50s. The discussion style and content also appeal more to women, as they often engage more in relationship and self-development topics.",271
fvC90uR3JQg,0.0,0.05,0.1,0.3,0.4,0.15,0.2,0.8,"This video is likely to appeal to viewers in their 30s and 40s, as it appears to be a reunion or catch-up among past participants of a reality show, a format that typically engages mature audiences. The conversation style and content suggest it resonates more with women, who often follow personal journeys and emotional narratives in media.",103
2_nSRp4fD5M,0.1,0.1,0.6,0.2,0.0,0.0,0.2,0.8,"This video predominantly features content related to parenting and family life activities, which are generally more appealing to young parents, particularly mothers in their 20s and 30s. The conversational and casual tone, along with the focus on children and household management, suggests a primary audience of young adult women.",263
e6KzV3wAqJ4,0.0,0.05,0.15,0.25,0.35,0.2,0.2,0.8,This video covers the emotional and challenging journey of a family with a child facing severe health issues. The content is likely to resonate more with women and older audiences who may relate more deeply to family caregiving and medical challenges.,303
ggOHx4j-M-8,0.0,0.0,0.05,0.1,0.2,0.65,0.2,0.8,"This video primarily discusses skincare tips focused on reversing aging signs, which is likely to appeal to an older audience, especially those in their 50s and above. The emphasis on natural remedies and beauty maintenance suggests a predominantly female viewership interested in such topics.",148
-91m4nJuOY8,0.05,0.15,0.5,0.2,0.05,0.05,0.2,0.8,"This video employs a romantic and historical narrative style that is likely to appeal to a younger audience, particularly those in their 20s, who might be drawn to its emotional and nostalgic elements. Additionally, the themes of love and personal struggle are typically more resonant with female viewers.",253
2P5BaJu8DBo,0.0,0.05,0.1,0.4,0.3,0.15,0.2,0.8,"This video focuses on complex family dynamics and emotional relationships, which tends to attract a predominantly female audience. The themes of marriage, motherhood, and family issues are particularly relatable to viewers aged 30 and above.",579
Y1lUsaL5HZY,0.0,0.05,0.1,0.25,0.35,0.25,0.2,0.8,"This video is focused on a simple and healthy cooking recipe, which is likely to appeal to middle-aged and older adults who are interested in home cooking and healthy eating. The emphasis on practicality and health suggests a higher interest among female viewers who often engage more in culinary activities.",114
Wd0tqEoNjhk,0.0,0.0,0.05,0.15,0.3,0.5,0.2,0.8,"This video is focused on fashion and lifestyle tips for senior individuals, particularly those aged 50 and above. The content is likely to appeal more to women, as it discusses colors and clothing choices that enhance one's appearance as they age.",286
LI2KveDAv4M,0.0,0.05,0.1,0.35,0.3,0.2,0.2,0.8,"This video is likely to appeal to viewers who are interested in cooking and traditional recipes, which often attracts a more mature audience. Additionally, the detailed cooking instructions and focus on household cooking tend to attract more female viewers.",105
MLamLMbZ-qI,0.0,0.05,0.1,0.25,0.4,0.2,0.2,0.8,"This video likely appeals to a mature audience due to its complex narrative involving betrayal and family secrets, which are themes that resonate more with viewers in their 30s and 40s. The melodramatic and emotional tone suggests a higher appeal to a female audience, who are often more engaged with such storytelling.",310
c-GdSqPIroM,0.0,0.05,0.2,0.3,0.3,0.15,0.2,0.8,"This video likely appeals more to women, particularly those in their 30s and 40s, who are interested in cooking and healthy eating. The focus on nutritious recipes and culinary techniques aligns with common interests in these demographics.",488
Ai5_5D22YCU,0.05,0.5,0.3,0.1,0.03,0.02,0.2,0.8,"This video addresses social issues and controversies related to historical figures and beauty standards, which are topics that tend to engage younger viewers, particularly teenagers. The conversational and informal tone, along with the focus on social media dynamics, suggests a higher likelihood of engaging a predominantly young female audience.",380
XEECO8eCp8A,0.1,0.15,0.35,0.3,0.1,0.0,0.2,0.8,"This video primarily appeals to women, particularly those in their 20s and 30s, due to content focused on daily family life and parenting. The conversational and casual style, along with humor and relatable parenting scenarios, aligns with the interests of this demographic.",307
1On03_aXD4Y,0.0,0.3,0.5,0.1,0.05,0.05,0.2,0.8,"This video is likely to attract a younger audience due to the casual, vlog-style content and the focus on social media interaction, which is popular among teens and young adults. The content revolves around personal lifestyle and beauty, which generally appeals more to a female audience.",117
wwxBsPDJaps,0.0,0.05,0.1,0.15,0.2,0.5,0.2,0.8,"This video is likely to attract an older audience, particularly those over 50, as it focuses on health benefits of bananas, which is a common concern for this age group. Additionally, the video likely appeals more to women, as they often show greater interest in health and nutrition topics.",127
xA3o7P19dpI,0.0,0.05,0.1,0.15,0.4,0.3,0.2,0.8,"This video provides detailed instructions for making a traditional Korean pickled cucumber dish, which tends to attract older audiences interested in cooking and preserving traditional recipes. The higher female viewer percentage is likely due to the video being home-cooking oriented, which typically appeals more to women.",360
kSOa4RQpmF4,0.0,0.0,0.1,0.3,0.4,0.2,0.2,0.8,"This video focuses on a traditional pickling recipe which is likely to attract an older audience, particularly women who are interested in cooking and preserving food. The detailed cooking process and emphasis on traditional methods suggest it may be most popular among women in their 30s and 40s.",151
CD2clDN3pFs,0.0,0.05,0.3,0.4,0.2,0.05,0.2,0.8,"This video discusses complex social dynamics and family expectations during marriage, which are themes that tend to resonate more with women, particularly those in their 20s and 30s. The narrative explores interpersonal relationships and societal norms, appealing to viewers who are likely navigating similar life stages.",173
VXrzHoukjw0,0.0,0.05,0.3,0.4,0.2,0.05,0.2,0.8,"This video features a discussion primarily focused on legal careers, lifestyle, and personal experiences which are likely to appeal to an audience in their 20s to 40s, particularly those interested in law or professional careers. The conversational style and topics such as work-life balance, personal growth, and networking are more relatable to women, who might find such content more engaging.",115
pLzKXMu_jnM,0.0,0.15,0.6,0.2,0.05,0.0,0.2,0.8,"This video is likely to attract viewers in their 20s and 30s who are interested in university or work-related academic drama. The narrative style and interpersonal conflicts are more relatable to women, as they often enjoy character-driven stories and emotional dynamics.",396
L7bDBznbJ0Q,0.0,0.4,0.5,0.1,0.0,0.0,0.2,0.8,"This video focuses on anime-style content, cosplay, and virtual avatars, which tend to appeal more to younger audiences, particularly teenagers and those in their 20s. Additionally, the discussion around fashion and character aesthetics suggests a stronger interest from female viewers.",127
49u-ObgroMw,0.0,0.2,0.5,0.25,0.05,0.0,0.2,0.8,"This video predominantly focuses on casual discussions about local eateries, personal stories, and beauty products, which often attract a younger audience, especially those in their 20s and 30s. The conversational style and emphasis on beauty and lifestyle are likely to appeal more to female viewers.",187
wzcArQWO2kU,0.01,0.3,0.4,0.2,0.07,0.02,0.2,0.8,"This video focuses heavily on makeup techniques, beauty, and K-beauty trends, which tend to appeal more to a younger and predominantly female audience. The casual and conversational style of the video suggests it is geared towards teenagers and young adults who are interested in fashion and self-expression through makeup.",583
6JGAHKpcyO0,0.0,0.05,0.1,0.45,0.3,0.1,0.2,0.8,"This video likely appeals to an older audience, particularly in their 30s and 40s, due to its complex familial drama and emotional depth. The strong emphasis on family dynamics and relationships may resonate more with women, leading to a higher predicted female viewership.",720
jv2kNm9CfNU,0.05,0.7,0.2,0.03,0.01,0.01,0.2,0.8,"This video is likely to appeal to a younger audience, especially teenagers, due to its focus on music, dance, and youthful interactions. The content's style and the presence of idol group interactions suggest a strong female viewership.",101
nk21mw9ZrV4,0.0,0.0,0.1,0.1,0.2,0.6,0.2,0.8,"This video is likely to attract an older audience, primarily those over 40, because it focuses on skin care tips that resonate with individuals concerned about aging and skin health. Additionally, the content is more appealing to women, as they typically show more interest in skincare routines and beauty products.",146
YVHDk-EOcro,0.01,0.05,0.1,0.2,0.3,0.34,0.2,0.8,"This video is likely to appeal to older adults due to its focus on health and wellness, particularly concerning chronic pain and posture correction. The content is more relevant to a female audience interested in self-care and holistic approaches to health management.",161
jNKkQGpLvxI,0.0,0.05,0.1,0.15,0.3,0.4,0.2,0.8,"This video discusses skincare tips for addressing age-related skin concerns, which are more likely to attract an older audience, particularly those who are concerned about aging. Additionally, the focus on natural remedies and home treatments suggests that middle-aged and older women, who may be more invested in skincare routines, are the primary audience.",133
AuqjJniLOhk,0.0,0.05,0.25,0.5,0.15,0.05,0.2,0.8,"This video focuses on complex family dynamics, betrayal, and personal struggles, which often appeal to a mature audience, particularly women. The dramatic and emotional storyline is likely to resonate more with female viewers, especially those in their 30s and 20s.",119
JDSROLY7J4s,0.0,0.1,0.3,0.4,0.1,0.1,0.2,0.8,"This video focuses on family, nostalgia, and rural life, which may appeal more to a female audience interested in lifestyle and home-centric content. The storytelling and emotional connection with family likely resonate with viewers in their 20s and 30s, who are exploring their own family and lifestyle dynamics.",196
G5188CJY1r4,0.0,0.05,0.2,0.4,0.25,0.1,0.2,0.8,"This video likely appeals to female viewers in their 30s and 40s, as it deals with pregnancy and parenting themes. The detailed medical aspects and personal stories also suggest interest from an adult audience concerned with maternal health.",108
